bedrooms,bathrooms,bathroomsFull,bathroomsThreeQuarter,bathroomsHalf,bathroomsOneQuarter,bathroomsPartial,mainLevelBathrooms,rooms,basement,flooring,heating,hasHeating,cooling,hasCooling,appliances,laundryFeatures,fireplaces,fireplaceFeatures,hasFireplace,furnished,commonWalls,buildingArea,livingArea,aboveGradeFinishedArea,belowGradeFinishedArea,parking,parkingFeatures,garageSpaces,coveredSpaces,hasAttachedGarage,hasGarage,openParkingSpaces,hasOpenParking,carportSpaces,hasCarport,otherParking,accessibilityFeatures,levels,stories,entryLevel,entryLocation,hasPrivatePool,hasSpa,spaFeatures,exteriorFeatures,patioAndPorchFeatures,fencing,view,hasView,hasWaterfrontView,waterfrontFeatures,frontageType,frontageLength,topography,woodedArea,vegetation,canRaiseHorses,lotSize,lotSizeDimensions,otherStructures,additionalParcelsDescription,hasAdditionalParcels,parcelNumber,hasAttachedProperty,hasLandLease,landLeaseAmount,zoning,zoningDescription,homeType,architecturalStyle,constructionMaterials,foundationDetails,roofType,windowFeatures,propertyCondition,isNewConstruction,yearBuiltEffective,builderModel,hasHomeWarranty,electric,hasElectricOnProperty,gas,sewer,waterSources,utilities,greenBuildingVerificationType,greenEnergyEfficient,greenIndoorAirQuality,greenSustainability,greenWaterConservation,numberOfUnitsInCommunity,numberOfUnitsVacant,storiesTotal,hasPetsAllowed,hasRentControl,buildingFeatures,structureType,buildingName,elementarySchool,elementarySchoolDistrict,middleOrJuniorSchool,middleOrJuniorSchoolDistrict,highSchool,highSchoolDistrict,securityFeatures,communityFeatures,isSeniorCommunity,cityRegion,listingId,buildingAreaSource,otherFacts,zipcode,streetAddress,city,state,latitude,longitude,price,homeStatus,photoCount,imageId,imageIdCount,description
4,2,1,1,0,0,,,[],"Full, Finished (Livable)",['Carpet'],['Forced air'],True,,,"['Range', 'Microwave', 'Dishwasher', 'Refrigerator']",,,,,False,,,2442.0,,,,['Attached Garage'],2,,False,True,,False,,False,,,,1,,,,,,['Vinyl'],,,,,,,,,,,,False,0.91 acres,,,,False,2711924130018,False,False,,Residential-Single Family,,Single Family,,,,Asphalt,,,False,1980,,False,,,,['Private'],,,,,,,,,,,True,False,,Ranch,,,,,,,,,,False,Loretto,5545101,,"[{'name': 'BathDesc', 'value': 'Main Floor 3/4 Bath, Main Floor Full Bath'}, {'name': 'DiningRoomDescription', 'value': 'Kitchen/Dining Room, Living/Dining Room, Eat In Kitchen'}, {'name': 'Fuel', 'value': 'Natural Gas'}, {'name': 'Exterior', 'value': 'Vinyl'}, {'name': 'GarageDescription', 'value': 'Attached Garage, Insulated Garage, Heated Garage'}, {'name': 'SpecialSearch', 'value': '3 BR on One Level, Main Floor Laundry, Main Floor Bedroom'}, {'name': 'HeatingDescription', 'value': 'Forced Air'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Asphalt Shingles, Age 8 Years or Less'}, {'name': 'TaxYear', 'value': '2019.00'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}, {'name': 'Water', 'value': 'Private'}]",55357,7320 Kurt St,Loretto,MN,45.087269,-93.692409,294900.0,FOR_SALE,27,55596_0,7,"For sale: $294,900. 4 bedroom 2 bathroom rambler situated on large lot. Main level features 3 bedrooms along with laundry. UPDATES: New shingles 2019, New furnace/AC 2019, New stainless steel appliances 2018. Home offers 12x20 screened in porch with hot tub included if desired for enjoying the serenity of the back yard after long days. Over sized 2+ car garage space is insulated and heated with extra space for work bench. Easy access to Hwy 55 and minutes away from I-494"
5,4,1,2,1,0,,,[],"Full, Finished (Livable), Drain Tiled, Sump Pump, Walkout, Poured Concrete, Daylight/Lookout Windows, Storage Space","['Hardwood', 'Tile']","['Forced air', 'Radiant']",True,['Central'],True,"['Exhaust Fan/Hood', 'Dishwasher', 'Refrigerator', 'Washer', 'Dryer', 'Cooktop', 'Water Softener - Owned', 'Wall Oven', 'Air-To-Air Exchanger']",,,,False,False,,,4961.0,,,,['Attached Garage'],6,,False,True,,False,,False,,,,2,,,False,False,,['Metal'],,,,,False,,,,,,,False,5.65 acres,,,,False,2411924120005,False,False,,Residential-Single Family,,Single Family,,,,Asphalt,,,False,1998,,False,,,,['Private'],,,,,,,,,,,True,False,,Other,,,883 - Rockford,,883 - Rockford,,883 - Rockford,,,False,Loretto,5509902,,"[{'name': 'AmenitiesUnit', 'value': 'Deck, Porch, Natural Woodwork, Kitchen Window, Vaulted Ceiling(s), Hardwood Floors, Tiled Floors, Washer/Dryer Hookup, Patio, Walk-In Closet, Ceiling Fan(s), In-Ground Sprinkler, Security System, Master Bedroom Walk-In Closet'}, {'name': 'BathDesc', 'value': 'Main Floor 3/4 Bath, Private Master, Upper Level Full Bath, 3/4 Master, 1/2 Basement'}, {'name': 'DiningRoomDescription', 'value': 'Informal Dining Room, Breakfast Area, Separate/Formal Dining Room'}, {'name': 'GarageDescription', 'value': 'Attached Garage, Garage Door Opener, Driveway - Asphalt, Multiple Garages'}, {'name': 'SpecialSearch', 'value': '3 BR on One Level, Main Floor Laundry, Main Floor Bedroom, 4 BR on One Level'}, {'name': 'Fuel', 'value': 'Propane'}, {'name': 'HeatingDescription', 'value': 'Forced Air, In-Floor Heating, Radiant'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Asphalt Shingles, Pitched, Age 8 Years or Less'}, {'name': 'OutBuildings', 'value': 'Pole Building'}, {'name': 'Water', 'value': 'Well'}, {'name': 'FrontageFeet', 'value': 'Unpaved Streets, City'}, {'name': 'Exterior', 'value': 'Metal'}, {'name': 'LakeWaterfront', 'value': 'Pond'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}, {'name': 'TaxYear', 'value': '2020.00'}]",55357,5065 Salem Ln,Loretto,MN,45.108011,-93.653856,664000.0,FOR_SALE,39,55596_1,7,"For sale: $664,000. Country Living with Acreage, Garages, Wild Life and Square Footage!  Pole Barn 56' x 36' with insulated &amp; heated back garage.  Only available because of relocation to Illinois."
3,3,2,0,1,0,,,[],"Finished (Livable), Drain Tiled, Sump Pump, Concrete Block, Walkout","['Hardwood', 'Tile']",['Forced air'],True,,,"['Microwave', 'Exhaust Fan/Hood', 'Dishwasher', 'Refrigerator', 'Washer', 'Dryer', 'Cooktop', 'Water Softener - Owned', 'Wall Oven', 'Furnace Humidifier', 'Air-To-Air Exchanger', 'Water Filtration System', 'Water Osmosis System', 'Gas Water Heater']",,,,True,False,,,4085.0,,,,"['Attached Garage', 'Detached Garage']",7,,False,True,,False,,False,,,,1,,,,,,"['Brick', 'Cement concrete', 'Stone']",,,,,True,,,,,,,False,3 acres,,,,False,0211924340005,False,False,,Residential-Single Family,,Single Family,,,,Asphalt,,,False,2006,,False,,,,['Mound'],,,,,,,,,,,True,False,,Ranch,,,,,,,,,,False,Loretto,5509760,,"[{'name': 'AmenitiesUnit', 'value': 'Porch, Natural Woodwork, Kitchen Window, Vaulted Ceiling(s), Hardwood Floors, Tiled Floors, Patio, Ceiling Fan(s), In-Ground Sprinkler, Security System, Kitchen Center Island, Master Bedroom Walk-In Closet, Main Floor Master Bedroom, Paneled Doors, Wet Bar'}, {'name': 'BathDesc', 'value': 'Private Master, Full Master, Main Floor 1/2 Bath, Full Basement, Master Walk-Thru'}, {'name': 'Exterior', 'value': 'Brick/Stone, Cement Board'}, {'name': 'DiningRoomDescription', 'value': 'Informal Dining Room, Separate/Formal Dining Room'}, {'name': 'Fuel', 'value': 'Natural Gas'}, {'name': 'GarageDescription', 'value': 'Attached Garage, Insulated Garage, Detached Garage, Heated Garage, Driveway - Concrete, Tuckunder Garage, Floor Drain'}, {'name': 'FireplaceLoc', 'value': 'Living Room, Family Room, Gas Burning'}, {'name': 'HeatingDescription', 'value': 'Forced Air, In-Floor Heating, Radiant'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'SpecialSearch', 'value': 'Main Floor Laundry, Main Floor Bedroom, All Living Facilities on One Level'}, {'name': 'Water', 'value': 'Well'}, {'name': 'Roof', 'value': 'Age Over 8 Years'}, {'name': 'LakeWaterfront', 'value': 'Pond'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}, {'name': 'TaxYear', 'value': '2020.00'}]",55357,10003 Holloway Farms Rd,Loretto,MN,45.139884,-93.680492,865000.0,FOR_SALE,54,55596_2,7,"For sale: $865,000. The masterfully crafted exterior with extensive landscaping, over sized turn around driveway, 7 car garage and front stone archway welcome you to the dramatic floor to ceiling windows that capture the picturesque 3 acres of privacy and sunset views.  11 foot ceilings showcase the gleaming Maple woodwork, new carpet, stone fireplace and built ins.  Enjoy preparing dinner in the gourmet kitchen with granite countertops, oversized island, double oven, 5 burner gas cooktop, pull out drawers and a walk in pantry.  All living facilities are on one level including the executive master suite, walk in closet and en suite bath. Relax in your screened in porch with trex decking, cedar roof and a gas stove.  Entertain in your walkout lower level equipped with a palatial wet bar and billiard room.  The 7 stall garage is a car enthusiasts dream with 3 attached stalls fully insulated and heated and the upper level detached 4 car also heated and insulated both with storage and floor drains."
5,4,0,0,0,0,,,,Finished,['Hardwood'],['Forced air'],True,['Central'],True,,,,,True,False,,,3945.0,,,,['Attached Garage'],3,,False,True,,False,,False,,,,2,,,False,False,,['Metal'],,,,,False,,,,,,,False,4.9 acres,,,,False,2411924440003,False,False,,,,Single Family,,,,Asphalt,,,False,1997,,False,,,,,,,,,,,,,,,True,False,,Other,,,Rockford #883,,Rockford #883,,Rockford #883,,,False,Loretto,5506553,,[],55357,4920 Rebecca Park Trl,Loretto,MN,45.096398,-93.646775,685000.0,FOR_SALE,37,55596_3,7,"For sale: $685,000. Simply breathtaking inside and out!! Light, bright, open and flowing floorplan with hardwood floors, enameled millwork, and gorgeous selections! Well-appointed kitchen opens to sun filled living spaces with windows at every turn! Idyllic five acre setting boasts abundant landscaping, hundreds of trees, fenced in raised garden beds with raspberry bushes and apple and pear trees.  The extra large maintenance free deck is perfect for large outdoor gatherings.  The heated 32 x 28 pole barn has a 2nd floor man cave and a 20' work bench.   A storage shed close to the garden could also be used as a adorable kids playhouse with loft.  The possibilities are endless. There is something for everyone! A must see!  Take a minute to take the virtual tour and feel at home."
5,3,3,0,0,0,,,[],"Full, Finished (Livable), Walkout, Daylight/Lookout Windows","['Hardwood', 'Tile']",['Forced air'],True,,,"['Range', 'Microwave', 'Dishwasher', 'Refrigerator', 'Washer', 'Dryer', 'Water Softener - Owned', 'Furnace Humidifier', 'Electronic Air Filter', 'Fuel Tank - Rented']",,,,True,False,,,2878.0,,,,['Attached Garage'],3,,False,True,,False,,False,,,,,,,,,,"['Brick', 'Stone', 'Wood']",,,,,True,,,,,,,False,3.05 acres,,,,False,3411924130009,False,False,,Residential-Single Family,,Single Family,,,,Asphalt,,,False,1990,,False,,,,"['Private', 'Mound']",,,,,,,,,,,True,False,,Split level,,,,,,,,,,False,Rockford,5492576,,"[{'name': 'AmenitiesUnit', 'value': 'Deck, Porch, Natural Woodwork, Kitchen Window, Vaulted Ceiling(s), Hardwood Floors, Tiled Floors, Sun Room, Washer/Dryer Hookup, Patio, Skylight, Ceiling Fan(s), French Doors'}, {'name': 'BathDesc', 'value': 'Private Master, Full Master, Full Basement, Upper Level Full Bath, Bathroom Ensuite, Jetted Tub'}, {'name': 'Exterior', 'value': 'Brick/Stone, Engineered Wood'}, {'name': 'DiningRoomDescription', 'value': 'Informal Dining Room, Kitchen/Dining Room, Breakfast Area, Living/Dining Room, Eat In Kitchen, Breakfast Bar'}, {'name': 'FireplaceLoc', 'value': 'Wood Burning, Family Room, Gas Burning, Wood Stove, Free Standing, Amusement Room, Stone'}, {'name': 'GarageDescription', 'value': 'Attached Garage, Garage Door Opener, Driveway - Asphalt'}, {'name': 'Fuel', 'value': 'Propane'}, {'name': 'HeatingDescription', 'value': 'Forced Air, Fireplace'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Asphalt Shingles, Pitched, Age 8 Years or Less'}, {'name': 'SpecialSearch', 'value': 'Main Floor Bedroom'}, {'name': 'Water', 'value': 'Well'}, {'name': 'WaterfrontView', 'value': 'North'}, {'name': 'FrontageFeet', 'value': 'City'}, {'name': 'LakeWaterfront', 'value': 'Pond'}, {'name': 'TaxYear', 'value': '2019.00'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}]",55373,6740 Sioux Trl,Rockford,MN,45.075619,-93.695205,400000.0,FOR_SALE,36,55596_4,7,"For sale: $400,000. Spacious home on over 3 acres and tucked into many mature trees for the utmost in privacy.  The backyard backs up to a pond and wetland area - enjoy stunning views and an abundance of wildlife all year round.  The large Living Room features brand new carpeting and a big bay window.  The open Kitchen has been extensively remodeled in 2020 with new granite countertops, stainless steel appliances, backsplash, and flooring.  French doors lead you into the sunny Four Season Porch offering panoramic views of the pond, wetland, and lush woods.  Your Master Suite features His and Her closets plus a private bath.  Cozy up to the stone, gas fireplace in the walkout lower level Family Room.  Relax in the Jacuzzi tub in the lower level bath.  An oversized garage offers a built-in workbench and a service door to the backyard.  There is so much more to see!  Check out the supplement for a complete list of updates/upgrades!"
3,3,2,0,1,0,,,[],"Full, Drain Tiled, Unfinished, Sump Pump","['Carpet', 'Hardwood', 'Tile']",['Forced air'],True,['Central'],True,"['Microwave', 'Dishwasher', 'Refrigerator', 'Washer', 'Dryer', 'Cooktop', 'Water Softener - Owned', 'Wall Oven']",,,,True,False,,,3319.0,,,,['Detached Garage'],2,,False,True,,False,,False,,,,,,,,,,['Wood'],,,,,,,,,,,,False,2.5 acres,,,,False,2711924310004,False,False,,Residential-Single Family,,Single Family,,,,Asphalt,,,False,1988,,False,,,,['Private'],,,,,,,,,,,True,False,,Other,,,,,,,,,,False,Loretto,5347531,,"[{'name': 'AmenitiesUnit', 'value': 'Deck, Porch, Natural Woodwork, Vaulted Ceiling(s), Hardwood Floors, Tiled Floors, Walk-In Closet, Ceiling Fan(s), Kitchen Center Island, Master Bedroom Walk-In Closet, Main Floor Master Bedroom, Paneled Doors'}, {'name': 'BathDesc', 'value': 'Private Master, Full Master, Main Floor 1/2 Bath, Upper Level Full Bath, Walk-In Shower Stall'}, {'name': 'DiningRoomDescription', 'value': 'Informal Dining Room, Eat In Kitchen'}, {'name': 'FireplaceLoc', 'value': 'Wood Burning, Family Room, Gas Burning, Other, Stone'}, {'name': 'Fuel', 'value': 'Natural Gas'}, {'name': 'GarageDescription', 'value': 'Detached Garage, Garage Door Opener, Driveway - Concrete'}, {'name': 'HeatingDescription', 'value': 'Forced Air'}, {'name': 'FrontageFeet', 'value': 'Paved Streets, City'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'SpecialSearch', 'value': 'Main Floor Laundry, Main Floor Bedroom, All Living Facilities on One Level'}, {'name': 'Water', 'value': 'Well'}, {'name': 'TaxYear', 'value': '2019.00'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}, {'name': 'Exterior', 'value': 'Log'}]",55357,6825 Owen St,Loretto,MN,45.083517,-93.697637,529900.0,FOR_SALE,46,55596_5,7,"For sale: $529,900. Impeccably maintained, custom built log home on private, wooded, beautifully landscaped 2.5 acres! Several areas to enjoy the serene setting including the 3 seasons screened in porch and spacious deck. Home is surrounded by trees and overlooks open pasture for ultimate privacy. Stunning stone, wood burning fireplace grabs your attention as you enter the home. Gourmet kitchen features granite counters and stainless steel appliances. Main floor master bedroom has private office, large walk-in closet, and spacious bathroom. Finish the lower level to add 1500+ of living space! Oversized 2 car garage. This home is a must see!"
3,2,0,0,0,0,,,,,['Hardwood'],['Other'],True,,,,,,,True,False,,,2566.0,,,,['Attached Garage'],,,False,,,False,,False,,,,,,,,,,['Metal'],,,,,,,,,,,,False,10.46 acres,,,,False,1211924120005,False,False,,,,Single Family,,,,Asphalt,,,False,1960,,False,,,,,,,,,,,,,,,True,False,,Other,,,Buffalo-Hanover-Montrose #877,,Buffalo-Hanover-Montrose #877,,Buffalo-Hanover-Montrose #877,,,False,Loretto,5504916,,[],55357,5095 Harff Rd,Loretto,MN,45.136086,-93.652678,397000.0,FOR_SALE,37,55596_6,7,"For sale: $397,000. This 1900 Farmhouse sits on a sprawling 10 acres with a 60x36 barn with 6 stalls ready for horses, a 48x24 garage and a machine shed. This home is filled with traditional charm and so much character. Kitchen is huge with room for a dining set and there is a formal dining room where you can cozy up to the wood burning stove. The large family room is rustic with its pine ceiling, perfect for entertaining, the 3 season porch is great for relaxing in the evening and enjoy your morning coffee on the front porch. Beautiful country living only minutes from shopping and restaurants. Welcome Home!"
4,4,2,1,1,0,,,[],"Finished (Livable), Drain Tiled, Sump Pump, Walkout, Poured Concrete",['Tile'],['Forced air'],True,,,"['Range', 'Microwave', 'Exhaust Fan/Hood', 'Dishwasher', 'Refrigerator', 'Washer', 'Dryer', 'Disposal', 'Water Softener - Owned', 'Wall Oven', 'Furnace Humidifier', 'Air-To-Air Exchanger']",,,,True,False,,,6628.0,,,,"['Attached Garage', 'Detached Garage']",4,,False,True,,False,,False,,,,2,,,,True,,"['Brick', 'Cement concrete', 'Other', 'Stone', 'Wood']",,,,,,,,,,,,False,12.27 acres,,,,False,2311924220003,False,False,,Residential-Single Family,,Single Family,,,,Asphalt,,,False,2005,,False,,,,['Private'],,,,,,,,,,,True,False,,Other,,,,,,,,,,False,Loretto,5493102,,"[{'name': 'AmenitiesUnit', 'value': 'Deck, Porch, Tiled Floors, Patio, Walk-In Closet, Ceiling Fan(s), In-Ground Sprinkler, Security System, Other, Hot Tub, Kitchen Center Island, French Doors, Master Bedroom Walk-In Closet, Paneled Doors, Cable, Satelite Dish'}, {'name': 'BathDesc', 'value': 'Private Master, Full Master, Main Floor 1/2 Bath, 3/4 Basement, Upper Level Full Bath, Separate Tub & Shower, Master Walk-Thru, Walk-In Shower Stall, Bathroom Ensuite, Jetted Tub'}, {'name': 'Exterior', 'value': 'Brick/Stone, Wood, Cement Board, Other'}, {'name': 'Fuel', 'value': 'Natural Gas'}, {'name': 'GarageDescription', 'value': 'Attached Garage, Insulated Garage, Detached Garage, Garage Door Opener, Heated Garage, Driveway - Asphalt, Storage, Floor Drain, Multiple Garages'}, {'name': 'HeatingDescription', 'value': 'Forced Air, Fireplace'}, {'name': 'OutBuildings', 'value': 'Additional Garage, Pole Building, Other, Workshop, Hot Tub'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Water', 'value': 'Well'}, {'name': 'DiningRoomDescription', 'value': 'Living/Dining Room'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}, {'name': 'TaxYear', 'value': '2020.00'}, {'name': 'PowerCompanyName', 'value': 'Xcel Energy'}]",55357,8400 Greenfield Rd,Loretto,MN,45.107896,-93.685279,999900.0,FOR_SALE,68,55596_7,7,"For sale: $999,900. Incredible 6,000 plus square foot custom built walkout two story, situated on 12.27 gated acres overlooking two ponds and two tree farms!  This home is an entertainer's dream with two, 4-season porches, relaxing hot tub, and a wine room.  Extensive professional landscaped with stamped concrete patio, gorgeous waterfall, large boulder walls, garden, AZEK deck, outdoor gas grill &amp; custom fire pit!  This home is meticulously kept with exquisite detail and an interior that will not disappoint! The 4 bed/4 bath, 5 fireplace estate showcases custom woodwork &amp; cabinetry, Cambria countertops, Wolf stove, high-end finishing's. Basement renovated in 2019, main/upper floor in 2018. Impressive private owner's suite with two walk-in closets, walk-in shower, jacuzzi tub, and many more upgrades!  Pole shed added in 2017, exterior of home and detached garage is LP siding, authentic stone, lawn irrigated and asphalt driveway. Detached garage has extra living space/business space with fireplace."
4,4,1,2,1,0,,,[],"Full, Finished (Livable), Concrete Block","['Hardwood', 'Tile']",['Forced air'],True,,,"['Microwave', 'Dishwasher', 'Refrigerator', 'Washer', 'Dryer', 'Cooktop', 'Disposal', 'Freezer', 'Water Softener - Owned', 'Fuel Tank - Rented']",,,,True,False,,,2848.0,,,,"['Attached Garage', 'Detached Garage']",4,,False,True,,False,,False,,,,0,,,,,,"['Brick', 'Stone', 'Vinyl']",,,,,True,,,,,,,False,1.98 acres,,,,False,215026001190,False,False,,Residential-Single Family,,Single Family,,,['Concrete Block'],Asphalt,,,False,,,False,,,,"['Tank with Drainage Field', 'Private']",,,,,,,,,,,True,False,,,,,,,,,,,,False,Buffalo,5544951,,"[{'name': 'AmenitiesUnit', 'value': 'Deck, Porch, Natural Woodwork, Kitchen Window, Vaulted Ceiling(s), Hardwood Floors, Tiled Floors, Washer/Dryer Hookup, Patio, Skylight, Walk-In Closet, Ceiling Fan(s), Exercise Room, Security System, Other, Kitchen Center Island, Master Bedroom Walk-In Closet, Paneled Doors'}, {'name': 'BathDesc', 'value': 'Main Floor 3/4 Bath, 3/4 Basement, Upper Level Full Bath, Separate Tub & Shower, 1/2 Basement, Jetted Tub'}, {'name': 'Exterior', 'value': 'Brick/Stone, Vinyl'}, {'name': 'FireplaceLoc', 'value': 'Wood Burning, Living Room, Wood Stove, Decorative'}, {'name': 'DiningRoomDescription', 'value': 'Kitchen/Dining Room, Living/Dining Room, Eat In Kitchen, Separate/Formal Dining Room'}, {'name': 'GarageDescription', 'value': 'Attached Garage, Insulated Garage, Detached Garage, Garage Door Opener, Driveway - Gravel, Driveway - Concrete, Storage, Multiple Garages'}, {'name': 'SpecialSearch', 'value': '3 BR on One Level'}, {'name': 'FrontageFeet', 'value': 'Township, Cul De Sac'}, {'name': 'Fuel', 'value': 'Propane'}, {'name': 'HeatingDescription', 'value': 'Forced Air, In-Floor Heating, Fireplace, Wood Stove, Geothermal'}, {'name': 'OutBuildings', 'value': 'Additional Garage, Storage Shed'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Asphalt Shingles, Age Over 8 Years'}, {'name': 'Water', 'value': 'Well'}, {'name': 'WaterfrontSlope', 'value': 'Gradual'}, {'name': 'LakeWaterfront', 'value': 'Pond'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}, {'name': 'TaxYear', 'value': '2020.00'}]",55313,1122 Jaber Ave SE,Buffalo,MN,45.135655,-93.706218,394900.0,FOR_SALE,33,55596_8,7,"For sale: $394,900. RARE one owner custom built home situated on 2 acres with pond views.  Enjoy the peace and tranquility of living on a dead end road with the home oriented to where you do not see any neighbors! Updated 4 bedroom + office, 4 bathrooms, 3 family rooms, and a divine 3 season porch! Abundance of natural light throughout. All electrical has been updated and brought to code, radon mitigation system installed, brand new deck and retaining wall, new appliances including dishwasher, washer machine and oven! Water test has been preformed and passed. Septic system has been inspection and drain field passed and a new 1,500 septic tank is being installed as soon as road restrictions are lifted. Over-sized attached garage with expansive mud room PLUS an additional detached garage and shed! Spectacular yard with expansive deck and several flower and vegetable gardens. Geothermal heat and a/c as well as forced. This is truly a one of a kind home you won't want to miss out on!"
5,4,1,2,1,0,,,[],Finished,['Carpet'],['Forced air'],True,['Central'],True,"['Dryer', 'Microwave', 'Washer']",,,,True,False,,,4064.0,,,,['Attached Garage'],10,,False,True,,False,,False,,,,1,,,,,,['Wood'],,,,,,,,,,,,False,5.98 acres,,,,False,3111923210009,False,False,,,,Single Family,,,,Asphalt,,,False,1994,,False,,,,,,,,,,,,,,,True,False,,Other,,,,,,,,,,False,Loretto,,,"[{'name': 'PRESENTUSE', 'value': 'Yearly'}, {'name': 'STATUS', 'value': 'Pending'}, {'name': 'ZONING', 'value': 'Residential-Single Family'}, {'name': 'FRONTAGEFEET', 'value': 'Paved Streets, County'}, {'name': 'BASEMENT', 'value': 'Full, Finished (Livable), Walkout'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'FUEL', 'value': 'Propane'}, {'name': 'GARAGEDESCRIPTION', 'value': 'Attached Garage, Garage Door Opener, Driveway - Concrete, Driveway - Shared'}, {'name': 'HEATINGDESCRIPTION', 'value': 'Forced Air'}, {'name': 'SEWER', 'value': 'Private'}, {'name': 'WATER', 'value': 'Well'}, {'name': 'APPLIANCES', 'value': 'Range, Exhaust Fan/Hood, Washer, Dryer, Microwave, Dishwasher'}, {'name': 'FIREPLACELOC', 'value': 'Living Room, Gas Burning, Family Room, Stone, Amusement Room'}, {'name': 'AMENITIESUNIT', 'value': 'Deck, Patio, Kitchen Window, Ceiling Fan(s), Hardwood Floors, Tiled Floors, Washer/Dryer Hookup, Natural Woodwork, Walk-In Closet, Porch, Security System, Sun Room, Master Bedroom Walk-In Closet, Main Floor Master Bedroom, Kitchen Center Island, French Doors, Paneled Doors'}, {'name': 'BATHDESC', 'value': 'Main Floor 3/4 Bath, Main Floor 1/2 Bath, Main Floor Full Bath, 3/4 Basement, Private Master, Full Master, Walk-In Shower Stall, Separate Tub & Shower, Jetted Tub, Bathroom Ensuite'}, {'name': 'ROOMFLOOR1', 'value': 'Main'}, {'name': 'ROOF', 'value': 'Asphalt Shingles, Pitched'}, {'name': 'SPECIALSEARCH', 'value': 'Main Floor Laundry, Main Floor Bedroom, All Living Facilities on One Level'}, {'name': 'EXTERIOR', 'value': 'Brick/Stone, Engineered Wood, Cedar'}, {'name': 'DININGROOMDESCRIPTION', 'value': 'Informal Dining Room, Breakfast Area, Kitchen/Dining Room, Eat In Kitchen, Separate/Formal Dining Room'}, {'name': 'OUTBUILDINGS', 'value': 'Storage Shed, Pole Building'}, {'name': 'HANDICAPACCESS', 'value': 'Roll&#45;In Shower'}, {'name': 'TAXYEAR', 'value': '2019.00'}, {'name': 'OFFMARKETDATE', 'value': '2020-02-18T15:19:07'}]",55357,6881 County Road 19,Loretto,MN,45.079714,-93.6382,550000.0,RECENTLY_SOLD,2,55596_9,1,"Recently sold: $550,000. Sold Before Print.  Stunning One Story on 6 Acres of Wooded Maples &amp; Oaks, plus 36x30 Pole Barn with Man Cave!"
